id,country,city,date,lattitude,longitude,max_temp,wind_speed,humidity,cloudiness
2508813,DZ,Adrar,1556931600,27.87,-0.29,73.4,4.7,16,0
262462,GR,Saint George,1556931000,39.45,22.34,48.2,2.46,76,75
3418910,GL,Upernavik,1556935736,72.79,-56.15,26.56,13.29,88,46
2126123,RU,Chokurdakh,1556936046,70.62,147.9,30.76,6.42,94,92
4020109,PF,Atuona,1556935735,-9.8,-139.03,83.61,17.11,79,0
1282256,MV,Hithadhoo,1556935799,-0.6,73.08,84.72,8.19,78,99
3448903,BR,Sao Joao da Barra,1556936050,-21.64,-41.05,72.37,3.36,97,77
986717,ZA,Kruisfontein,1556935820,-34.0,24.73,53.67,8.37,86,82
5960603,CA,Geraldton,1556931600,49.72,-86.95,42.8,3.36,56,75
2126199,RU,Cherskiy,1556935907,68.75,161.3,33.12,3.27,99,66
2640377,GB,Penzance,1556935987,50.12,-5.53,51.01,8.05,81,100
3616253,NI,Siuna,1556936057,13.73,-84.78,70.41,2.17,98,62
3863379,AR,Mar del Plata,1556936058,-46.43,-67.52,40.8,14.25,63,87
2337181,NG,Iseyin,1556936060,7.97,3.6,77.4,4.85,88,100
1865309,JP,Katsuura,1556935104,33.93,134.5,71.6,11.41,60,20
3421765,GL,Nanortalik,1556936063,60.14,-45.24,40.51,4.12,65,5
546105,RU,Nikolskoye,1556935361,59.7,30.79,36.0,8.95,59,75
2517679,ES,Fortuna,1556936031,38.18,-1.13,57.2,5.82,71,0
3369157,ZA,Cape Town,1556935865,-33.93,18.42,59.0,4.7,93,0
3397893,BR,Sao Sebastiao,1556936069,-3.15,-58.36,75.27,1.57,97,84
1651810,TL,Airai,1556936070,-8.93,125.41,89.51,1.23,55,100
2015306,RU,Tiksi,1556935957,71.64,128.87,17.92,16.55,78,0
2156643,AU,Mount Gambier,1556931600,-37.83,140.78,53.6,13.87,71,90
5106834,US,Albany,1556935599,42.65,-73.75,57.2,3.36,100,90
1176048,PK,Jati,1556936076,24.35,68.27,87.85,10.42,40,0
336526,ET,Gidole,1556936077,5.65,37.37,68.56,2.84,79,94
2065594,AU,Mount Isa,1556933400,-20.73,139.49,75.2,14.99,47,0
4030556,PF,Rikitea,1556935772,-23.12,-134.97,77.25,16.8,74,72
5848280,US,Kapaa,1556935696,22.08,-159.32,82.4,18.34,65,90
3394023,BR,Natal,1556931600,-5.81,-35.21,77.0,4.7,83,20
1015776,ZA,Bredasdorp,1556935414,-34.53,20.04,55.0,5.82,81,73
2012530,RU,Zhigansk,1556935924,66.77,123.37,30.63,11.18,92,1
3833367,AR,Ushuaia,1556931600,-54.81,-68.31,35.6,6.93,69,0
6089245,CA,Norman Wells,1556931600,65.28,-126.83,24.8,4.7,49,40
1006984,ZA,East London,1556935546,-33.02,27.91,57.58,9.8,73,51
1045114,MZ,Inhambane,1556935494,-23.87,35.38,63.43,4.97,96,0
2396518,GA,Port-Gentil,1556936035,-0.72,8.78,81.43,9.06,87,100
5983720,CA,Iqaluit,1556935364,63.75,-68.52,17.6,18.34,92,20
110690,SA,Faya,1556931600,18.39,42.45,71.6,3.36,28,40
2075265,AU,Busselton,1556935430,-33.64,115.35,70.0,23.85,51,6
3489440,JM,Morant Bay,1556931600,17.88,-76.41,82.4,18.34,58,20
3416888,IS,Grindavik,1556935200,63.84,-22.43,41.0,11.41,93,75
2092164,PG,Lorengau,1556935836,-2.02,147.27,78.57,9.62,90,100
3649017,VE,Araure,1556936100,9.59,-69.23,70.65,2.82,80,100
3443061,UY,Chuy,1556935845,-33.69,-53.46,65.23,4.5,83,0
2234663,CM,Batouri,1556936103,4.44,14.36,70.61,3.53,98,100
4035715,CK,Avarua,1556933400,-21.21,-159.78,80.6,17.22,78,100
2208248,NZ,Kaitangata,1556936106,-46.28,169.85,59.25,4.25,73,100
3652764,EC,Puerto Ayora,1556935229,-0.74,-90.35,78.8,17.22,83,20
344979,ET,Lebu,1556931600,8.96,38.73,59.0,3.36,51,20
5855927,US,Hilo,1556935516,19.71,-155.08,78.01,9.17,73,90
1273574,IN,Vaini,1556931600,15.34,74.49,66.2,3.36,100,90
2163355,AU,Hobart,1556935695,-42.88,147.33,61.0,14.99,82,75
3469169,BR,Cervo,1556936115,-22.19,-46.24,64.9,4.68,88,100
3896218,CL,Castro,1556931600,-42.48,-73.76,53.6,6.93,100,90
1283285,NP,Jumla,1556936117,29.28,82.18,57.02,3.6,18,0
5847411,US,Kahului,1556935630,20.89,-156.47,80.6,14.99,65,75
3390864,BR,Acari,1556936120,-6.44,-36.64,72.63,12.3,86,31
6144195,CA,Senneterre,1556931600,48.39,-77.24,42.8,4.7,52,40
3440963,UY,Progreso,1556935882,-34.68,-56.22,64.0,18.48,87,0
4149959,US,Cape Canaveral,1556936119,28.41,-80.6,79.0,8.05,83,1
6170031,CA,Tuktoyaktuk,1556931600,69.44,-133.03,24.8,14.99,79,5
3374210,CV,Sao Filipe,1556936127,14.9,-24.5,71.87,15.52,80,2
1067565,MG,Beloha,1556936128,-25.17,45.06,69.39,5.21,68,0
3870243,CL,Taltal,1556936130,-25.41,-70.49,60.76,2.35,78,0
6453395,SE,Halden,1556936128,59.12,11.39,36.0,12.75,57,39
6138908,CA,Saint-Philippe,1556935669,45.36,-73.48,50.0,6.93,100,90
2141305,NC,Fayaoue,1556936134,-20.65,166.53,77.07,21.79,72,9
4034551,PF,Faanui,1556936135,-16.48,-151.75,81.95,18.14,75,75
3576994,TC,Cockburn Town,1556936137,21.46,-71.14,79.34,24.02,79,100
3374083,BB,Bathsheba,1556931600,13.22,-59.52,80.6,21.92,74,40
1858301,JP,Kurayoshi,1556935996,35.43,133.83,75.0,10.29,82,0
5118226,US,Garden City,1556935902,40.73,-73.63,55.0,6.93,93,90
3031409,FR,Bouafle,1556936123,48.96,1.9,46.99,4.7,93,75
3421719,GL,Narsaq,1556936143,60.91,-46.05,46.6,5.14,46,99
3366880,ZA,Hermanus,1556935414,-34.42,19.24,57.0,5.01,95,88
6149374,CA,Slave Lake,1556931600,55.28,-114.77,33.8,9.17,47,75
3392657,BR,Pedra,1556936147,-8.5,-36.94,63.55,5.26,98,1
2374583,GW,Bubaque,1556935695,11.28,-15.83,77.94,17.34,67,0
4031637,RU,Lavrentiya,1556936153,65.58,-170.99,28.51,5.17,94,99
1280037,CN,Shache,1556936002,38.42,77.24,64.99,4.12,94,0
2069194,AU,Jamestown,1556935783,-33.21,138.6,62.31,8.21,57,36
3872255,CL,San Felipe,1556936089,-32.75,-70.73,60.01,1.01,51,100
5742974,US,North Bend,1556936137,43.41,-124.22,55.99,19.46,76,1
3833859,AR,Barrow,1556935812,-38.31,-60.23,49.41,6.49,75,0
1501377,RU,Kungurtug,1556936162,50.6,97.53,43.92,3.87,41,25
117392,IR,Mitu,1556936163,36.2,46.09,54.18,7.81,56,100
4031742,RU,Egvekinot,1556936164,66.32,-179.17,27.99,13.94,88,100
2063036,AU,Port Lincoln,1556936166,-34.72,135.86,59.2,5.01,60,90
2445704,NE,Diffa,1556935990,13.32,12.61,85.28,6.33,21,79
3874787,CL,Punta Arenas,1556935389,-53.16,-70.91,30.2,6.93,92,0
2146219,AU,Hervey Bay,1556935508,-25.3,152.85,75.0,8.05,88,75
3939168,PE,Huarmey,1556936171,-10.07,-78.15,65.98,14.29,92,0
1795424,CN,Huilong,1556936173,28.89,110.18,79.16,2.39,46,1
5991080,CA,Kensington,1556936126,46.44,-63.64,48.2,4.7,57,90
5428504,US,Limon,1556936162,39.26,-103.69,60.8,11.41,21,1
2175403,AU,Bluff,1556936177,-23.58,149.07,70.47,5.5,76,100
1262284,IN,Naduvattam,1556936178,11.47,76.57,70.83,2.66,75,100
5040647,US,Owatonna,1556935875,44.08,-93.23,55.99,5.82,62,90
3026644,FR,Souillac,1556935569,45.6,-0.6,48.0,5.82,100,0
1258269,IN,Razole,1556936182,16.48,81.84,95.13,10.38,44,100
2022572,RU,Khatanga,1556935738,71.98,102.47,19.58,1.61,89,99
5924351,CA,Clyde River,1556934240,70.47,-68.59,21.2,16.11,100,90
2064735,AU,Nhulunbuy,1556933400,-12.18,136.78,84.2,19.46,70,75
3378644,GY,Georgetown,1556931600,6.8,-58.16,77.0,6.93,94,75
4273299,US,Hutchinson,1556936182,38.06,-97.93,60.8,6.93,93,40
520574,RU,Nizhniy Lomov,1556936191,53.53,43.67,47.77,7.16,84,0
6201424,NZ,Mataura,1556935807,-46.19,168.86,66.99,14.0,56,100
2110227,KI,Butaritari,1556935729,3.07,172.79,83.07,16.82,78,100
5880568,US,Bethel,1556932740,60.79,-161.76,44.6,12.75,93,90
4011743,MX,Constitucion,1556935216,23.99,-104.67,77.0,14.99,11,75
2018896,RU,Novopavlovka,1556936198,51.21,109.22,38.75,10.71,29,0
3985710,MX,Cabo San Lucas,1556935527,22.89,-109.91,82.4,12.59,36,40
6185377,CA,Yellowknife,1556935832,62.45,-114.38,30.99,8.05,54,20
1788852,CN,Xining,1556936202,36.62,101.77,52.14,7.9,53,96
3424607,GL,Tasiilaq,1556935700,65.61,-37.64,22.21,2.51,80,56
6071421,CA,Meadow Lake,1556936204,54.13,-108.44,32.43,9.93,81,97
6620339,AU,Karratha,1556936206,-20.74,116.85,92.21,15.1,15,12
6167817,CA,Torbay,1556935716,47.66,-52.73,36.0,16.11,90,90
2206808,NZ,Wairoa,1556935803,-39.04,177.43,71.01,1.01,65,0
2126785,RU,Belaya Gora,1556935853,68.54,146.19,33.08,2.13,93,100
3658195,EC,Feijo,1556931600,-3.63,-79.92,89.6,3.36,78,75
5978404,CA,Humboldt,1556936212,52.21,-105.12,35.26,17.54,52,71
2656067,GB,Broome,1556935875,52.47,1.45,42.01,8.05,100,90
933644,BW,Ghanzi,1556936215,-21.7,21.65,63.12,4.12,28,0
212360,CD,Kongolo,1556936216,-5.39,27.0,70.59,4.41,83,39
2186895,NZ,Methven,1556936201,-43.63,171.65,75.0,3.0,69,100
964432,ZA,Port Alfred,1556935661,-33.59,26.89,63.0,7.0,79,52
3359638,NA,Walvis Bay,1556935328,-22.95,14.51,55.0,1.12,81,0
1788268,CN,Dongsheng,1556936222,29.72,112.52,80.46,5.28,38,100
3471451,BR,Arraial do Cabo,1556931600,-22.97,-42.02,78.8,9.17,83,40
3356213,NA,Khorixas,1556936225,-20.37,14.96,74.14,3.42,34,0
214614,CD,Kamina,1556936226,-8.74,25.0,65.34,4.05,84,26
3347939,AO,Lobito,1556936228,-12.35,13.55,75.63,1.52,88,24
2377457,MR,Nouadhibou,1556931600,20.93,-17.03,64.4,16.11,77,0
1071296,MG,Antalaha,1556936230,-14.9,50.28,66.0,2.62,99,83
2121385,RU,Severo-Kurilsk,1556935498,50.68,156.12,37.4,13.62,77,58
1701054,PH,Marawi,1556936104,8.0,124.29,84.0,7.0,69,9
588365,EE,Vao,1556936234,59.1,26.19,28.98,6.4,79,0
2155415,AU,New Norfolk,1556935756,-42.78,147.06,61.0,14.99,82,75
3373652,BB,Oistins,1556931600,13.07,-59.53,80.6,21.92,74,40
2129868,JP,Iwanai,1556936239,42.97,140.51,59.4,8.5,53,0
1717351,PH,Claveria,1556936104,8.61,124.89,84.0,7.0,69,3
161901,TM,Kaka,1556936242,37.35,59.62,76.55,10.2,24,98
4863349,US,Basco,1556936206,40.33,-91.2,54.0,3.36,87,1
2240449,AO,Luanda,1556935200,-8.83,13.24,78.8,9.17,83,75
2112802,JP,Hasaki,1556935288,35.73,140.83,73.99,11.41,68,40
3391889,BR,Pitimbu,1556931600,-7.47,-34.81,77.0,4.7,88,75
2021188,RU,Kurumkan,1556936249,54.33,110.32,24.87,6.55,54,0
2450173,ML,Taoudenni,1556936251,22.68,-3.98,81.97,9.64,11,78
6065191,CA,Altamont,1556935825,49.4,-98.5,57.2,5.14,26,1
3573197,BM,Hamilton,1556935249,32.3,-64.78,71.6,4.7,78,75
2121909,RU,Poronaysk,1556936257,49.22,143.1,57.81,13.27,42,18
5841207,US,Torrington,1556936232,42.06,-104.18,62.6,4.7,50,1
3372472,PT,Vila Franca do Campo,1556933400,37.72,-25.43,62.6,14.99,93,75
2012349,RU,Krasnyy Chikoy,1556936261,50.36,108.75,36.48,10.11,41,0
2978742,CH,Saint-Louis,1556936260,47.59,7.56,45.0,3.36,100,40
4267710,US,Sitka,1556935274,37.17,-99.65,57.0,8.01,90,6
3573739,TT,Esperance,1556935507,10.24,-61.45,80.01,9.17,78,20
1106677,MU,Bambous Virieux,1556935441,-20.34,57.76,73.4,4.7,88,75
1529484,CN,Hami,1556936268,42.84,93.51,75.74,5.06,12,75
778707,NO,Mehamn,1556936252,71.03,27.85,26.78,3.83,77,100
934322,MU,Mahebourg,1556935441,-20.41,57.7,73.4,4.7,88,75
2267254,PT,Lagoa,1556935302,37.14,-8.45,64.99,6.93,93,0
1047660,MZ,Cuamba,1556936273,-14.8,36.54,62.35,0.81,96,0
3662761,BR,Porto Walter,1556936274,-8.27,-72.74,73.94,2.66,94,100
2160063,AU,Codrington,1556936233,-28.95,153.24,75.2,5.44,83,90
3893629,CL,Coquimbo,1556931600,-29.95,-71.34,57.2,4.7,87,90
5582371,US,Steamboat Springs,1556936100,40.48,-106.83,60.8,5.82,31,1
2126018,RU,De-Kastri,1556936280,51.48,140.77,52.0,3.62,51,100
4013704,MX,Laguna,1556930400,27.52,-110.01,87.8,9.17,14,75
2541479,MA,Nador,1556935200,35.17,-2.93,64.4,2.24,88,75
3354071,ZA,Oranjemund,1556936284,-28.55,16.43,58.95,25.9,81,0
3393692,BR,Itarema,1556936286,-2.92,-39.92,77.65,6.73,87,31
2225940,CM,Yatou,1556936287,3.63,9.81,84.4,5.23,76,100
470905,RU,Vuktyl,1556936289,63.86,57.31,42.76,9.55,97,100
2017155,RU,Saskylakh,1556936290,71.97,114.09,15.44,8.01,94,41
86049,LY,Jalu,1556936291,29.03,21.55,74.8,10.51,22,10
6541759,IT,Mazara del Vallo,1556936194,37.65,12.59,62.01,9.17,82,20
694590,UA,Semenivka,1556936294,52.18,32.58,47.1,2.77,88,100
260895,GR,Karpathos,1556932800,35.51,27.21,59.0,9.17,87,0
1502257,RU,Kozhevnikovo,1556936172,56.26,83.98,50.0,5.01,43,100
2272222,PT,Albufeira,1556936159,37.09,-8.25,64.99,6.93,93,0
2319133,NG,Warri,1556936217,5.52,5.75,81.73,4.21,82,100
1486321,RU,Yar-Sale,1556936301,66.83,70.83,33.44,8.61,99,100
2126710,RU,Beringovskiy,1556935606,63.05,179.32,35.83,7.65,58,14
3831208,GL,Qaanaaq,1556935508,77.48,-69.36,19.24,3.56,86,79
1014034,ZA,Carnarvon,1556936305,-30.97,22.13,52.34,5.17,51,0
2140558,NC,Koumac,1556936307,-20.56,164.28,80.38,7.99,58,0
1487615,RU,Vengerovo,1556936308,55.68,76.74,54.63,14.03,44,90
6316343,BR,Alta Floresta,1556936309,-9.87,-56.08,74.41,2.89,90,94
1623197,ID,Tual,1556936060,-5.67,132.75,79.52,2.77,82,100
1812101,CN,Dongying,1556936312,37.43,118.67,82.06,11.36,13,100
1488903,RU,Turukhansk,1556936314,65.8,87.96,34.45,8.55,99,100
779261,NO,Kjollefjord,1556936315,70.95,27.35,30.27,4.65,67,73
4013724,MX,Camargo,1556936317,27.69,-105.17,81.0,8.68,10,94
2094342,PG,Kavieng,1556936318,-2.57,150.8,82.38,19.13,81,100
2399001,GA,Mayumba,1556936320,-3.44,10.65,80.42,6.64,89,98
4031574,RU,Provideniya,1556936321,64.42,-173.23,30.65,3.87,98,100
1517637,KZ,Ushtobe,1556936323,45.25,77.98,49.96,6.58,46,0
2068110,AU,Kununurra,1556933400,-15.77,128.74,89.6,10.29,52,75
1791673,CN,Weihai,1556936206,37.5,122.11,75.0,1.01,23,95
2093685,PG,Kokopo,1556936327,-4.34,152.27,73.65,2.53,98,100
4308922,US,Somerset,1556936226,37.09,-84.6,68.0,3.2,88,1
1852357,JP,Shimoda,1556936111,34.7,138.93,77.0,10.29,88,75
3655185,EC,Samana,1556936336,0.12,-76.97,69.98,2.19,79,85
